 theta         eta          phi
   6.8999999999999835       -6.9344583372194961       -2.2999560922552393        109.50090955227142     
   6.9499999999999833       -7.0498728242930788       -2.3166233884154774        111.89870121893806     
   6.9999999999999831       -7.1661206758370390       -2.3332906711348009        114.33124288560469     
   7.0499999999999829       -7.2832018911888863       -2.3499579407931575        116.79878455227134     
   7.0999999999999828       -7.4011164697047924       -2.3666251977571626        119.30157621893800     
   7.1499999999999826       -7.5198644107589372       -2.3832924423806587        121.83986788560463     
   7.1999999999999824       -7.6394457137428855       -2.3999596750052445        124.41390955227126     
   7.2499999999999822       -7.7598603780649862       -2.4166268959607806        127.02395121893791     
   7.2999999999999821       -7.8811084031497973       -2.4332941055658694        129.67024288560455     
   7.3499999999999819       -8.0031897884375365       -2.4499613041283137        132.35303455227117     
   7.3999999999999817       -8.1261045333835487       -2.4666284919455528        135.07257621893780     
   7.4499999999999815       -8.2498526374578027       -2.4832956693050785        137.82911788560443     
   7.4999999999999813       -8.3744341001444003       -2.4999628364848316        140.62290955227107     
   7.5499999999999812       -8.4998489209411083       -2.5166299937535799        143.45420121893773     
   7.5999999999999810       -8.6260970993589137       -2.5332971413712793        146.32324288560434     
   7.6499999999999808       -8.7531786349215839       -2.5499642795894184        149.23028455227100     
   7.6999999999999806       -8.8810935271652589       -2.5666314086513475        152.17557621893764     
   7.7499999999999805       -9.0098417756380478       -2.5832985287925920        155.15936788560427     
   7.7999999999999803       -9.1394233798996467       -2.5999656402411526        158.18190955227092     
   7.8499999999999801       -9.2698383395209696       -2.6166327432177918        161.24345121893757     
   7.8999999999999799       -9.4010866540837945       -2.6332998379363088        164.34424288560419     
   7.9499999999999797       -9.5331683231804210       -2.6499669246038002        167.48453455227084     
   7.9999999999999796       -9.6660833464133393       -2.6666340034209117        170.66457621893747     
   8.0499999999999794       -9.7998317233949166       -2.6833010745820762        173.88461788560411     
   8.0999999999999801       -9.9344134537470925       -2.6999681382757452        177.14490955227078     
   8.1499999999999808       -10.069828537101081       -2.7166351946846068        180.44570121893744     
   8.1999999999999815       -10.206076973097096       -2.7333022439857966        183.78724288560414     
   8.2499999999999822       -10.343158761384068       -2.7499692863510981        187.16978455227081     
   8.2999999999999829       -10.481073901619389       -2.7666363219471370        190.59357621893750     
   8.3499999999999837       -10.619822393468658       -2.7833033509355651        194.05886788560417     
   8.3999999999999844       -10.759404236605436       -2.7999703734732369        197.56590955227085     
   8.4499999999999851       -10.899819430711009       -2.8166373897123806        201.11495121893756     
   8.4999999999999858       -11.041067975474164       -2.8333043998007601        204.70624288560424     
   8.5499999999999865       -11.183149870590967       -2.8499714038818316        208.34003455227094     
   8.5999999999999872       -11.326065115764550       -2.8666384020948925        212.01657621893762     
   8.6499999999999879       -11.469813710704912       -2.8833053945752267        215.73611788560430     
   8.6999999999999886       -11.614395655128719       -2.8999723814542420        219.49890955227099     
   8.7499999999999893       -11.759810948759112       -2.9166393628596015        223.30520121893770     
   8.7999999999999901       -11.906059591325523       -2.9333063389153526        227.15524288560439     
   8.8499999999999908       -12.053141582563500       -2.9499733097420484        231.04928455227110     
   8.8999999999999915       -12.201056922214534       -2.9666402754568648        234.98757621893782     
   8.9499999999999922       -12.349805610025889       -2.9833072361737139        238.97036788560450     
   8.9999999999999929       -12.499387645750453       -2.9999741920033527        242.99790955227118     
   9.0499999999999936       -12.649803029146568       -3.0166411430534872        247.07045121893788     
   9.0999999999999943       -12.801051759977891       -3.0333080894288722        251.18824288560458     
   9.1499999999999950       -12.953133838013244       -3.0499750312314080        255.35153455227129     
   9.1999999999999957       -13.106049263026472       -3.0666419685602340        259.56057621893797     
   9.2499999999999964       -13.259798034796315       -3.0833089015118174        263.81561788560469     
   9.2999999999999972       -13.414380153106267       -3.0999758301800386        268.11690955227135     
   9.3499999999999979       -13.569795617744454       -3.1166427546562749        272.46470121893805     
   9.3999999999999986       -13.726044428503512       -3.1333096750294800        276.85924288560477     
   9.4499999999999993       -13.883126585180463       -3.1499765913862605        281.30078455227147     
   9.5000000000000000       -14.041042087576605       -3.1666435038109495        285.78957621893818     
   9.5500000000000007       -14.199790935497393       -3.1833104123856786        290.32586788560491     
   9.6000000000000014       -14.359373128752342       -3.1999773171904460        294.90990955227159     
   9.6500000000000021       -14.519788667154906       -3.2166442183031831        299.54195121893832     
   9.7000000000000028       -14.681037550522392       -3.2333111157998178        304.22224288560506     
   9.7500000000000036       -14.843119778675852       -3.2499780097543356        308.95103455227178     
   9.8000000000000043       -15.006035351439992       -3.2666449002388398        313.72857621893843     
   9.8500000000000050       -15.169784268643076       -3.2833117873236088        318.55511788560517     
   9.9000000000000057       -15.334366530116835       -3.2999786710771501        323.43090955227188     
   9.9500000000000064       -15.499782135696385       -3.3166455515662547        328.35620121893857     
 theta         eta          phi
